stock_code,file_name,url,parsed
005930,[삼성전자]반기보고서(2025.08.14).pdf,http://dart.fss.or.kr/pdf/download/pdf.do?rcp_no=20250814003156&dcm_no=10770359,0
005930,[삼성전자]반기보고서_XBRL(미리보기)(2025.08.14).html,http://dart.fss.or.kr/pdf/download/ifrsPre.do?rcp_no=20250814003156&lang=ko,0
